latitude longitude altitude speed bearing time
-22.89602637 -47.06662898 656.5 1.100000023841858 115.9000015258789 1.319713103E12
-22.89604039 -47.06663073 655.9 0.8999999761581421 133.5 1.319713104E12
-22.89605617 -47.06661701 655.4 0.8999999761581421 143.5 1.319713105E12
-22.89607171 -47.06662783 655.3 0.800000011920929 164.8000030517578 1.319713106E12
-22.89607987 -47.06662219 655.1 0.6000000238418579 164.8000030517578 1.319713107E12
-22.89608721 -47.06662599 655.1 0.6000000238418579 164.8000030517578 1.319713108E12
-22.8961147 -47.06664518 655.0 0.800000011920929 179.10000610351563 1.319713109E12
-22.89612285 -47.06664504 655.0 0.800000011920929 179.10000610351563 1.31971311E12
-22.89613112 -47.06664488 655.0 0.8999999761581421 179.10000610351563 1.319713111E12
-22.89614491 -47.06665099 654.7 1.0 184.8000030517578 1.319713112E12
